file_id,md5Checksum,name,processed_at_london
16wZ2kjDJFkaLiqIf7f87Lr2YBtQzpERF,2ff98bf7194ae8728d64fe3e7b3da79b,2026-01-13T09-00 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 13 de Enero de 2026.pdf,2026-02-26T09:42:00.112210+00:00
1pudsEQFXTVB8fMFmuPSVTYtAngH231Jb,00e535bb10321a146cdf31fd5840d7c1,2026-01-12T09-00 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 12 de Enero de 2026.pdf,2026-02-26T09:42:00.112210+00:00
1hA-127R5E79EJJKBXTBi0ZwBFf3Yzngm,c4712022d8f549b658f708eb58476b3a,[exporttegus@gmail.com] 2026-01-09T14-16 Boletin Estadistico Comercialización 09-01-2026.pdf,2026-02-26T09:42:00.112210+00:00
1mP37VvM8bDlyaxQSLFTHemX4_Ou_xEd6,8854e57fb23db33b89918a7506e69eb6,2026-01-09T14-16 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 09 de Enero de 2026.pdf,2026-02-26T09:42:00.112210+00:00
1_DtiN2OiH8EeOp4KvpNmPHAJwUwnGUDb,8a5bcc0d39b6bc6df39a95c6ea5255f8,[exporttegus@gmail.com] 2025-12-31T13-42 Boletin Estadistico Comercialización 31-12-2025.pdf,2026-02-26T09:42:00.112210+00:00
1z_D3VxIlxsAxM3FyzKDBYVNSyqPsVlYC,6af7b9780641fc9539a5a0430eca9e5f,[exporttegus@gmail.com] 2026-01-05T14-00 Boletin Estadistico Comercialización 05-01-2026.pdf,2026-02-26T09:42:00.112210+00:00
1z2nQ4CX7uUCBkBLoAZHc6YtLfSfidGI7,99f40100a83e31ed9e5fae8ea738d7d1,[exporttegus@gmail.com] 2025-12-30T14-17 Boletin Estadistico Comercialización 30-12-2025.pdf,2026-02-26T09:42:00.112210+00:00
1hwoM7iWo5Ngm2FKwx9Kuu7iqsK9Y_2ib,11b11d26ecc42cd689fcaa47c8f57e06,2025-12-31T13-42 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 31 de Diciembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
1NhU8hFQA-O2DiLlwVJP7fKM2sS_tD9_j,0962ed4c365f3d31b7a7eff21b24383f,2026-01-05T14-00 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 05 de Enero de 2026.pdf,2026-02-26T09:42:00.112210+00:00
1PdJ7NcJv4a2-kTDjjUlq9QwfwQk6tuSS,983ac3571f255ca73833b9def701a7c5,2025-12-30T14-17 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 30 de Diciembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
1jFG6NxZJAg5XQZlgVLPx0o3SUOkk7Fg9,85d20595f2433039f82621f10ce769ec,[exporttegus@gmail.com] 2025-12-29T14-04 Boletin Estadistico Comercialización 29-12-2025.pdf,2026-02-26T09:42:00.112210+00:00
1rDZGCph-zYEmpbnb36cSMuzKbbHdmCCV,da274420425222f4619c6ba3fa505bd0,2025-12-29T14-04 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 29 de Diciembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
17x9YowgTWAQ_od4_Lm7GASxR1MYurohR,01a32eac2634951e468ebc301c503237,[exporttegus@gmail.com] 2025-12-24T16-26 Boletin Estadistico Comercialización 24-12-2025.pdf,2026-02-26T09:42:00.112210+00:00
1u-taWz-l7GJBTSSceONLz3Ql1msYbcqF,ce89192b4229dda7a38b812c0304349b,[exporttegus@gmail.com] 2025-12-22T14-00 Boletin Estadistico Comercialización 22-12-2025.pdf,2026-02-26T09:42:00.112210+00:00
1gDsQljAKjSamaLTZ0Eho6umvQDTa4gM3,df265e572bed86fda0dc9ae3ee9830e6,2025-12-24T16-26 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 24 de Diciembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
1tpkL7NVxMbevCjIzRUtuSC4VaVhgpPJt,3eb54a4f2929dc8759d790bfae431ee0,2025-12-22T14-00 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 22 de Diciembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
1TZmot7iD-kEUtQZ2VihJJC1kTDOSoyHE,c604f9a1da1f95bd50e31be9fcae60fa,[exporttegus@gmail.com] 2025-12-19T13-59 Boletin Estadistico Comercialización 19-12-2025.pdf,2026-02-26T09:42:00.112210+00:00
11HzCA9N_3eF9mk9qAfopj64cP6_vs3al,32f49b8fc8e6e9752e07ded594bf9930,2025-12-19T13-59 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 19 de Diciembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
1ZgOLcAVBdcYfNlR3h52hJXy11xi0ZGXM,7b860f06631fc1079f5fc8416f21873a,[exporttegus@gmail.com] 2025-12-16T14-09 Boletin Estadistico Comercialización 16-12-2025.pdf,2026-02-26T09:42:00.112210+00:00
1gnIso_KOxQYbU-NpMtknRRDSX8wkq2np,caef7b7e55b1e0cea9df8cd99c114b43,[exporttegus@gmail.com] 2025-12-18T14-16 Boletin Estadistico Comercialización 18-12-2025.pdf,2026-02-26T09:42:00.112210+00:00
1FZjv60sG5v_Reg-bFzIHv9YKddRiUSYa,8cb8cdf55a2605466af69b8b0f22e9e1,2025-12-18T14-16 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 18 de Diciembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
1CS1uNzBDlwMtoXdL6---eIyUVotye76U,d496f6abee2adcfaf7f596b4be53ba0c,[exporttegus@gmail.com] 2025-12-17T14-08 Boletin Estadistico Comercialización 17-12-2025.pdf,2026-02-26T09:42:00.112210+00:00
1LzqLhTmpzNAprVDOQ99oDt9hG7jdU9Oe,3cb73e95335a97285e56de383c252abd,2025-12-16T14-09 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 16 de Diciembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
1mnS0CPncAs3e02iPuQcPZ9Tk7WuS186w,ff110befa4742f64dcca2012e3c103fa,[exporttegus@gmail.com] 2025-12-15T14-39 Boletin Estadistico Comercialización 15-12-2025.pdf,2026-02-26T09:42:00.112210+00:00
1WEoEaIi5rWfNXnWwaxTMtWlPlgwS9s2V,e609fb657b68417c1ac0fd8e71fee2b6,2025-12-17T14-08 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 17 de Diciembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
1tSFevb_zrJjfbvzNFuKJiZJNDzCddDwf,6769a53529580e4ee6d3f0749bf142f3,2025-12-15T14-39 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 15 de Diciembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
1_2K4fnm7p3kSXZZgyN7cMDxXDtIDs7CV,11c141e7b881f4addcf04f9aa4785c4f,[exporttegus@gmail.com] 2025-12-12T14-51 Boletin Estadistico Comercialización 12-12-2025.pdf,2026-02-26T09:42:00.112210+00:00
17GpB6OD94cpNPqGQIgjCKuodzdrpRJ46,0f7c42aef3c77d2f529dd2892bba8601,2025-12-10T14-39 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 10 de Diciembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
1Nx5n8t6mjHgZj_npLAAYrCGk-Ec3k45f,6ca59ddaaaef934fd76d9a15aad587f9,[exporttegus@gmail.com] 2025-12-10T14-39 Boletin Estadistico Comercialización 10-12-2025.pdf,2026-02-26T09:42:00.112210+00:00
11oWNyqUmbi2yC-7BAR2fxYFIRtozmLdl,2ca758deecce24ab9928d0588ce26495,2025-12-12T14-51 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 12 de Diciembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
1pdBKCjnuy7p_ut3OguYd9qDFmGDAipvt,1ad459941f4501f0e17f01c14c6802d2,[exporttegus@gmail.com] 2025-12-08T14-14 Boletin Estadistico Comercialización 08-12-2025.pdf,2026-02-26T09:42:00.112210+00:00
1iYGeEirJZcRPuEn2RhaDLlo9wXZwylb5,f42ad0da018fb83aa7f3475a1fb40dc2,[exporttegus@gmail.com] 2025-12-05T14-10 Boletin Estadistico Comercialización 05-12-2025.pdf,2026-02-26T09:42:00.112210+00:00
16m0_DbxF0mWCt2TaWo6FBOTMUKgfQmco,1aa26ab56e2014a6256ef4091311466e,2025-12-08T14-14 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 08 de Diciembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
1V1bqlIu__IhHtsu_vVMI0YrDbiIyEx-1,bff4f1ca159d7647be9860cbe7652384,2025-12-05T14-10 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 05 de Diciembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
17hw07yXPyIZTiIyE7cDIgAoKm93iwtIN,1be7dd5a54532d65f5c855a426c1e7c9,2025-12-03T15-11 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 03 de Diciembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
1TRhnbzllKr-lptwOUea_giSRIbwXRzbL,b8f78d27558904c87342f3e4134f2d1e,[exporttegus@gmail.com] 2025-12-03T15-11 Boletin Estadistico Comercialización 03-12-2025.pdf,2026-02-26T09:42:00.112210+00:00
10JCFzn8Xl3s6txjYfbpjpnwOPsh_FdQV,e5adb4bac83784dd499a6f58bad7f5d3,[exporttegus@gmail.com] 2025-11-28T14-13 Boletin Estadistico Comercialización 28-11-2025.pdf,2026-02-26T09:42:00.112210+00:00
16lNWwGWNLCkRsnQrMMLzLqNxLkKAmkoe,b8902e93bb5d54986e810571a18053d8,[exporttegus@gmail.com] 2025-12-02T14-09 Boletin Estadistico Comercialización 02-12-2025.pdf,2026-02-26T09:42:00.112210+00:00
1oWe3j8djsjh86NvEk6RhUyhsnZM4iQ5p,6b021decad003d21f88b7670b716d5e2,[exporttegus@gmail.com] 2025-11-27T15-46 Boletin Estadistico Comercialización 27-11-2025.pdf,2026-02-26T09:42:00.112210+00:00
1G4ww7Uv9loZR0LJKdD0sTpgjqrEWf3NQ,53570d0d33593ab55e6af161453722fa,2025-12-02T14-09 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 02 de Diciembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
1pBgbdeN5lbIsBKbeiLFItAiBFj9B0vrd,47272dc922b6f9e9e9dd478c7794c3b3,2025-11-28T14-13 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 28 de Noviembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
1e17OlEaQ_jcFK58il5qb9cr9BMWyh2cO,3d721880f09384978174d52aead68fae,2025-11-27T15-46 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 27 de Noviembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
1MjYSyFwS6rX0g0VlMSmBN3CCDuK7_yj3,e66acb45f07183ddd8577dc494a9b567,[exporttegus@gmail.com] 2025-11-26T14-13 Boletin Estadistico Comercialización 26-11-2025.pdf,2026-02-26T09:42:00.112210+00:00
1FJfLzKTODpGftECKfCW-dddyrkZIkq80,1cdf4b4dba16a6d6858687079a57bfec,2025-11-26T14-13 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 26 de Noviembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
1LMLgJQfFqa5nSawXiLLqdB0JdlaM_j2F,21f6dccba96cec990bb5866db475bcfe,2025-11-25T14-26 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 25 de Noviembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
17JRf_ztOE-yL3NxGEwmlseBOnrKZLor-,caf1b7d4b9a4866826fd9f6bf3c4571b,[exporttegus@gmail.com] 2025-11-25T14-26 Boletin Estadistico Comercialización 25-11-2025.pdf,2026-02-26T09:42:00.112210+00:00
1nud_qBDAOvH93KRHCTOTzMkS5658wKVW,84042e8107d28b04f79efd3439943943,[exporttegus@gmail.com] 2025-11-24T14-18 Boletin Estadistico Comercialización 24-11-2025.pdf,2026-02-26T09:42:00.112210+00:00
1DXkon5EiYjqiRtrHJmyM75u00KYypKfB,892a73ebd430618dee32b281045dae15,[exporttegus@gmail.com] 2025-11-18T14-00 Boletin Estadistico Comercialización 18-11-2025.pdf,2026-02-26T09:42:00.112210+00:00
1e32USw5gSorDuGjuv5NC1WMI8Ib5d-Bk,ab07ea603b19c116d243902bd1f0c706,[exporttegus@gmail.com] 2025-11-19T14-33 Boletin Estadistico Comercialización 19-11-2025.pdf,2026-02-26T09:42:00.112210+00:00
1NZGa2btjKcrjCQuhXCOTbMk-_0wfiUTs,79e5623c9e93421aa303571dfdd84298,2025-11-24T14-18 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 24 de Noviembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
1jMNKgwmjYhdg3yyuZl4zwTbYwcy6YLhE,4bcc99f241bfb8b49c5d2a1ce2bbd50a,2025-11-18T14-00 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 18 de Noviembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
1B0tbUaktj1B5asyKPWSOBiuMZxt8fp9g,eb1e1076ca916cf9716cd2a07d7272e7,2025-11-19T14-33 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 19 de Noviembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
1XY9yKVti4soTMW-i2mJVkdR8HbdFSqPV,d825d695eab7415e59e80882338b0aa9,[exporttegus@gmail.com] 2025-11-17T14-28 Boletin Estadistico Comercialización 17-11-2025.pdf,2026-02-26T09:42:00.112210+00:00
1egUCphXjF8JHQRbZGGxQx3YIn3TsfEmv,e58629079006b9877c0224de83fdb826,2025-11-17T14-28 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 17 de Noviembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
1RpHGaXEclpRGSKM01R9CD_6syUbJUmfJ,272f196006977d8831d6742243de5874,[exporttegus@gmail.com] 2025-11-12T14-25 Boletin Estadistico Comercialización 12-11-2025.pdf,2026-02-26T09:42:00.112210+00:00
1ZHAncuUR-55KmkF7OB1gUbtKvDHQ6tzS,468d7c67f61f7bad8efd844ea09baf10,2025-11-12T14-25 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 12 de Noviembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
1rKCgkaxndQ1z_2pk8pT7PjTty2NISueC,97662f9b2ef02d678bf6651ed95011e1,[exporttegus@gmail.com] 2025-11-11T14-18 Boletin Estadistico Comercialización 11-11-2025.pdf,2026-02-26T09:42:00.112210+00:00
1scQob74jeWpB4KU3zzKEugTULnxyBPDs,3b74c36effa5a81f725abf6ef90d1a05,[exporttegus@gmail.com] 2025-11-14T14-11 Boletin Estadistico Comercialización 14-11-2025.pdf,2026-02-26T09:42:00.112210+00:00
1GHoxmUonV1l95K6G4f7uQ1VhoB67KfGZ,a007fcd164035b5a6e849937cdda3c0d,2025-11-11T14-18 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 11 de Noviembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
1Lla0C0EF_jZ-KFKozwsCbUzbNKl3CBQm,7b204cdf2181c81001f805bda1d5a707,2025-11-14T14-11 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 14 de Noviembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
1C5af6oIzlGN1cDPFBPEXGlGq-h5SZ2nx,2ca50f3f1eae1e19d3a66be553391c75,[exporttegus@gmail.com] 2025-11-06T14-08 Boletin Estadistico Comercialización 06-11-2025.pdf,2026-02-26T09:42:00.112210+00:00
1MJo4Pmpn6n3V5VztvR3OsKFee2i7YGmY,544b6eee995790791ccee8650dbdebeb,[exporttegus@gmail.com] 2025-11-10T14-14 Boletin Estadistico Comercialización 10-11-2025.pdf,2026-02-26T09:42:00.112210+00:00
1LkXesO_QTSpgJxMkFy5rRtOr5T7Rs1S5,c6f3374a608e4bc1ea084429db65cba6,2025-11-06T14-08 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 06 de Noviembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
1RtnYvgM0LiiTYgcuHu03RY--ek6m1ue4,19c4dac83fa16489901e7597a9d1a056,2025-11-07T14-05 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 07 de Noviembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
1UBo0U6eaqUgWbrADsJFxcA9C5uY8Jfxg,330201b868c00f2d35e52fe1a52d6e1a,2025-11-10T14-14 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 10 de Noviembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
1jx6CyBzgTYUO2wpVnEP2u2gFDqn4BD5V,9fc6d67e69449e58addcd539ef64db46,[exporttegus@gmail.com] 2025-11-07T14-05 Boletin Estadistico Comercialización 07-11-2025.pdf,2026-02-26T09:42:00.112210+00:00
1IOTi9Xr2YJIhq9i_vYeBuJG49kCmGyJd,bdec5249d96474e5439ec69d06ecfbd6,[exporttegus@gmail.com] 2025-11-05T14-28 Boletin Estadistico Comercialización 05-11-2025.pdf,2026-02-26T09:42:00.112210+00:00
1fOmyC4QNaKoe4QvRnSDVVE3bo_c7zeTb,04d922ca30e05969e59288b79c4e8489,2025-11-05T14-28 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 05 de Noviembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
1GXk4sCoW-IeFAlGlvN_rOqHy-i2Em9s9,d176708ef753260498340ae87a3b9cf9,[exporttegus@gmail.com] 2025-11-03T15-50 Boletin Estadistico Comercialización 03-11-2025.pdf,2026-02-26T09:42:00.112210+00:00
1leU28sP2VODK24R9AMsHGqcHG4HmRQhN,71d28b07dc28b19eeab59696a1c46c93,[exporttegus@gmail.com] 2025-11-04T14-34 Boletin Estadistico Comercialización 04-11-2025.pdf,2026-02-26T09:42:00.112210+00:00
1U00aiXNz0cZWKsxccQULvjsid2G8Wg7s,8fa3c4a68f0d04bca0ba5b20b0110254,[exporttegus@gmail.com] 2025-09-30T14-57 Boletin Estadistico Comercialización 29-09-2025 PRELIMINAR.pdf,2026-02-26T09:42:00.112210+00:00
1K9mgTvSozkFqmP3US0YDH66wbRWSGWEE,0b551006aeb53f1018bba8074543ff10,2025-11-03T15-50 [exporttegus@gmail.com] Boletín Estadístico IHCAFE al 03 de Noviembre de 2025.pdf,2026-02-26T09:42:00.112210+00:00
